2019/05/21-21:45:25.855 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
2019/05/21-21:45:26.350 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor' 
2019/05/21-21:45:26.406 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
2019/05/21-21:45:26.624 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8899 (http) with context path '/ams' 
2019/05/21-21:45:26.627 [main] INFO  c.x.springcloud.ams.AmsApplication - Started AmsApplication in 3.966 seconds (JVM running for 4.562) 
2019/05/21-21:45:26.629 [main] INFO  c.x.springcloud.ams.AmsApplication - 	
 系统启动成功 
2019/05/21-21:45:31.507 [http-nio-8899-exec-1] INFO  o.a.c.c.C.[.[localhost].[/ams] - Initializing Spring DispatcherServlet 'dispatcherServlet' 
2019/05/21-21:45:31.507 [http-nio-8899-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet' 
2019/05/21-21:45:31.514 [http-nio-8899-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 7 ms 
2019/05/21-21:45:43.025 [http-nio-8899-exec-1] INFO  c.x.s.ams.web.RoleManagerController - 用户角色分配成功 
2019/05/21-21:45:44.136 [http-nio-8899-exec-1] INFO  c.x.s.a.I.CommonCostInterceptor - request times =12607 
2019/05/21-21:45:44.139 [http-nio-8899-exec-1] INFO  c.x.s.a.I.CommonCostInterceptor - request times 1=12610 
2019/05/21-21:46:26.737 [http-nio-8899-exec-3] INFO  c.x.s.ams.web.MenuManagerController - 菜单添加成功 
2019/05/21-21:46:26.739 [http-nio-8899-exec-3] INFO  c.x.s.a.I.CommonCostInterceptor - request times =14 
2019/05/21-21:46:26.739 [http-nio-8899-exec-3] INFO  c.x.s.a.I.CommonCostInterceptor - request times 1=14 
2019/05/21-21:47:13.851 [http-nio-8899-exec-4] INFO  c.x.s.ams.web.RoleManagerController - 用户角色分配成功 
2019/05/21-21:47:13.853 [http-nio-8899-exec-4] INFO  c.x.s.a.I.CommonCostInterceptor - request times =3473 
2019/05/21-21:47:13.853 [http-nio-8899-exec-4] INFO  c.x.s.a.I.CommonCostInterceptor - request times 1=3473 
2019/05/21-21:48:18.555 [http-nio-8899-exec-7] INFO  c.x.s.a.I.CommonCostInterceptor - request times =2 
2019/05/21-21:48:18.556 [http-nio-8899-exec-7] INFO  c.x.s.a.I.CommonCostInterceptor - request times 1=3 
